数据库：年度数据 
时间：2016年-2025年 
指标	,2025年	,2024年	,2023年	,2022年	,2021年	,2020年	,2019年	,2018年	,2017年	,2016年	,
农用化肥施用折纯量 (万吨) 	,	,4988.19	,5021.74	,5079.20	,5191.26	,5250.65	,5403.59	,5653.42	,5859.41	,5984.41	,
农用氮肥施用折纯量 (万吨) 	,	,1563.90	,1603.34	,1654.18	,1745.32	,1833.86	,1930.21	,2065.43	,2221.81	,2310.46	,
农用磷肥施用折纯量 (万吨) 	,	,517.23	,536.30	,563.19	,627.15	,653.85	,681.58	,728.88	,797.59	,829.99	,
农用钾肥施用折纯量 (万吨) 	,	,468.36	,481.12	,493.16	,524.75	,541.91	,561.13	,590.28	,619.74	,636.90	,
农用复合肥施用折纯量 (万吨) 	,	,2438.70	,2400.97	,2368.68	,2294.04	,2221.02	,2230.67	,2268.84	,2220.27	,2207.07	,
数据来源：国家统计局
